,day,t,rh,ws,wd,r,h,l1,l2,l3,l4,l5,l6,l7,lp,t2,tmv,tm,tm2,tmy,tmy2
7981,2017-05-04 13:00:00,15.815,72.0,5.0,3.0,0.0,0.0,15.023195454799385,7.896216300426808,12.99986725432558,11.595254745665219,13.151472172320293,21.923917258503806,9.510152512599705,16.55663788484461,250.11422499999998,13.843930023668602,17.44667,304.38629408890006,18.445,340.218025
7982,2017-05-04 14:00:00,16.17119,65.5,4.0,4.0,0.0,0.0,14.815272326648724,8.706065373269336,11.692077713759412,12.84910662852862,11.23056269088865,21.315520309292047,11.66928436314879,16.55663788484461,261.5073860161,13.827798011834282,17.44667,304.38629408890006,18.445,340.218025
7983,2017-05-04 15:00:00,16.71271,75.0,3.0,6.0,0.0,0.0,13.275168127549428,6.001095080070962,17.962119688903478,12.263671584405248,16.13447843020195,19.606541546657084,14.035461343135495,16.55663788484461,279.31467554410006,13.827888011834279,17.44667,304.38629408890006,18.445,340.218025
7984,2017-05-04 16:00:00,17.41333,65.5,2.0,2.0,0.0,0.0,13.216637083286232,7.023197505598727,17.79222216538767,11.239832239452019,15.629120193437357,18.77076832622305,14.614435699423726,16.55663788484461,303.22406168889995,13.83590576331357,17.44667,304.38629408890006,18.445,340.218025
7985,2017-05-04 17:00:00,16.77667,63.0,2.0,0.0,0.0,0.0,13.966936280352673,9.811557652828533,16.774365874981754,12.023857907994358,14.345746833875998,17.637919626556844,12.891023490710294,16.55663788484461,281.4566562889,13.8406049940828,17.44667,304.38629408890006,18.445,340.218025
7986,2017-05-04 18:00:00,16.3875,63.0,1.0,5.0,0.0,0.0,14.503397253281436,12.406283814674604,16.278581535990668,11.976871578370346,13.709592949184163,17.337295918170568,13.7178998759874,16.55663788484461,268.55015625,13.844530023668598,17.44667,304.38629408890006,18.445,340.218025
7987,2017-05-04 19:00:00,15.85083,77.0,1.0,8.0,1.0,0.0,15.369145449551874,14.231657803468687,15.554720993764262,12.840775553451822,13.953078432196984,16.627829963733447,14.070846466115588,16.55663788484461,251.24881168890002,13.846956059171557,17.44667,304.38629408890006,18.445,340.218025
7988,2017-05-04 20:00:00,13.80333,88.0,6.0,2.0,2.0,0.0,13.771263591108301,14.494855258265066,17.84065876514325,13.129198579583237,13.007784301177342,17.66885647321031,15.777198338225595,16.55663788484461,190.53191908890003,13.838800201183393,17.44667,304.38629408890006,18.445,340.218025
7989,2017-05-04 21:00:00,11.895,91.0,2.5,4.0,1.0,0.0,13.622362078825175,13.717461486559428,11.194927932042791,10.64791006835445,12.945434845539632,18.157460907508906,7.297659434347311,16.55663788484461,141.49102499999998,13.823671976331322,17.44667,304.38629408890006,18.445,340.218025
7990,2017-05-04 22:00:00,11.9325,94.0,2.0,0.0,0.0,0.0,9.26741275605485,11.498414579318018,7.423573047402575,10.702264434541721,10.760154983676372,13.239306309487933,8.796508551855595,16.55663788484461,142.38455624999997,13.809875112425996,17.44667,304.38629408890006,18.445,340.218025
7991,2017-05-04 23:00:00,11.93333,94.0,1.5,5.0,0.0,0.0,9.46057605718623,9.60807275860003,7.87139482590205,10.558382287755617,9.958764859913241,10.417619614501145,7.533831276542675,16.55663788484461,142.4043648889,13.79625576331357,17.44667,304.38629408890006,18.445,340.218025
7992,2017-05-05 00:00:00,11.79083,94.0,1.5,5.0,0.0,0.0,8.909593350054838,9.989311366914745,10.488238760321039,6.877621679220003,9.879151178997999,11.07924117253118,6.738436409801178,14.410916990691687,139.02367208889999,13.78251315976327,23.1025,533.72550625,17.44667,304.38629408890006
7993,2017-05-05 01:00:00,11.42583,94.0,2.0,2.0,0.0,0.0,8.694129660584252,10.343783030705904,10.713607565941059,6.423368248663617,9.920126420037668,10.48380492431675,5.746799367384076,14.410916990691687,130.5495911889,13.768440142011794,23.1025,533.72550625,17.44667,304.38629408890006
7994,2017-05-05 02:00:00,10.89917,97.0,2.0,3.0,0.0,0.0,7.005847136929377,9.030148326453734,13.9984221538908,6.939934633298384,10.74728687636117,12.296299838423629,7.55120246521864,14.410916990691687,118.7919066889,13.755570319526589,23.1025,533.72550625,17.44667,304.38629408890006
7995,2017-05-05 03:00:00,10.42583,93.5,2.0,2.0,0.0,0.0,8.403635994548628,8.036572416429339,14.598365625072129,5.462490556058359,11.803403090187148,12.98993199135188,7.987178145822369,14.410916990691687,108.69793118889999,13.738292213017711,23.1025,533.72550625,17.44667,304.38629408890006
7996,2017-05-05 04:00:00,10.4625,100.0,2.0,2.0,0.0,0.0,11.302056049349428,10.639953706427434,14.885856939999709,6.584998874730928,13.359388929958554,12.464191457174634,8.81819467703405,14.410916990691687,109.46390625000001,13.723050615384578,23.1025,533.72550625,17.44667,304.38629408890006
7997,2017-05-05 05:00:00,10.53417,100.0,2.0,1.0,0.0,0.0,18.660761529949582,14.436863083336888,18.850123730046555,7.716030500570371,17.440785779707515,21.385562163553125,14.132552210096227,14.410916990691687,110.9687375889,13.71116700591712,23.1025,533.72550625,17.44667,304.38629408890006
7998,2017-05-05 06:00:00,10.6675,100.0,1.0,9.0,0.0,0.0,14.410916990691687,16.55663788484461,23.69660577713956,6.637925949202996,23.420117478717344,21.908797346952966,19.316739303796783,14.410916990691687,113.79555625,13.699855349112388,23.1025,533.72550625,17.44667,304.38629408890006
7999,2017-05-05 07:00:00,11.68136,97.0,2.0,5.0,0.0,0.0,15.658983793312437,15.974643330265465,37.3990243811697,7.512913697874423,14.892448434401345,15.597572175335406,16.492261179970637,14.410916990691687,136.45417144959998,13.696273633136057,23.1025,533.72550625,17.44667,304.38629408890006
8000,2017-05-05 08:00:00,13.76417,77.0,2.5,3.0,0.0,0.0,12.615920222852564,13.739406808113667,14.76006615392253,8.548561509759828,10.263383616532906,11.000061155208062,14.36550768845764,14.410916990691687,189.4523757889,13.704005408283985,23.1025,533.72550625,17.44667,304.38629408890006
8001,2017-05-05 09:00:00,15.8025,65.5,3.0,3.0,0.0,0.0,11.331669814961002,14.417115363065399,13.305098841783433,4.9799348853987695,9.50960287271311,11.051839141472572,12.922837761151689,14.410916990691687,249.71900625,13.71417801183428,23.1025,533.72550625,17.44667,304.38629408890006
8002,2017-05-05 10:00:00,17.38417,57.5,3.5,3.0,0.0,0.0,13.068907303559318,14.457549108527552,10.934205982647327,6.620366769503116,10.981878561216153,11.345663046471062,14.939929791800846,14.410916990691687,302.2093665889,13.73425197633132,23.1025,533.72550625,17.44667,304.38629408890006
8003,2017-05-05 11:00:00,19.06583,58.0,3.5,2.0,0.0,0.0,15.774511627238867,14.178716844090784,12.010843192844185,9.565612105212875,13.020267795264557,15.025768990109006,18.834652830178406,14.410916990691687,363.50587358889993,13.762092213017711,23.1025,533.72550625,17.44667,304.38629408890006
8004,2017-05-05 12:00:00,20.0775,64.0,3.5,1.0,0.0,0.0,15.015193299412665,4.910349902002171,9.453213605533133,6.397186073735048,13.145756075951654,12.51370532552239,20.838238476142223,14.410916990691687,403.10600625,13.797550792899367,23.1025,533.72550625,17.44667,304.38629408890006
8005,2017-05-05 13:00:00,20.4675,58.0,3.0,1.0,0.0,0.0,17.610717659161615,15.023195454799385,7.896216300426808,12.99986725432558,11.595254745665219,13.151472172320293,21.923917258503806,14.410916990691687,418.91855625000005,13.840257893491085,23.1025,533.72550625,17.44667,304.38629408890006
8006,2017-05-05 14:00:00,21.80667,53.0,3.5,1.0,0.0,0.0,15.90528429669477,14.815272326648724,8.706065373269336,11.692077713759412,12.84910662852862,11.23056269088865,21.315520309292047,14.410916990691687,475.53085648890004,13.890460082840194,23.1025,533.72550625,17.44667,304.38629408890006
8007,2017-05-05 15:00:00,22.49833,46.0,3.0,2.0,0.0,0.0,13.390202426280423,13.275168127549428,6.001095080070962,17.962119688903478,12.263671584405248,16.13447843020195,19.606541546657084,14.410916990691687,506.17485278889995,13.93744724260351,23.1025,533.72550625,17.44667,304.38629408890006
8008,2017-05-05 16:00:00,23.1025,43.0,3.5,1.0,0.0,0.0,13.572670743673921,13.216637083286232,7.023197505598727,17.79222216538767,11.239832239452019,15.629120193437357,18.77076832622305,14.410916990691687,533.72550625,13.990425526627176,23.1025,533.72550625,17.44667,304.38629408890006
8009,2017-05-05 17:00:00,22.99083,43.0,3.0,2.0,0.0,0.0,14.819459715469781,13.966936280352673,9.811557652828533,16.774365874981754,12.023857907994358,14.345746833875998,17.637919626556844,14.410916990691687,528.5782640888999,14.041332804733687,23.1025,533.72550625,17.44667,304.38629408890006
8010,2017-05-05 18:00:00,21.62917,43.0,1.5,5.0,0.0,0.0,12.355341432554928,14.503397253281436,12.406283814674604,16.278581535990668,11.976871578370346,13.709592949184163,17.337295918170568,14.410916990691687,467.8209948888999,14.085479786982209,23.1025,533.72550625,17.44667,304.38629408890006
8011,2017-05-05 19:00:00,19.9525,55.0,1.0,4.0,0.0,0.0,12.670626804113352,15.369145449551874,14.231657803468687,15.554720993764262,12.840775553451822,13.953078432196984,16.627829963733447,14.410916990691687,398.10225625000004,14.122555704141972,23.1025,533.72550625,17.44667,304.38629408890006
8012,2017-05-05 20:00:00,17.33917,68.0,1.0,8.0,0.0,0.0,18.639792239811506,13.771263591108301,14.494855258265066,17.84065876514325,13.129198579583237,13.007784301177342,17.66885647321031,14.410916990691687,300.64681628889997,14.147817065088717,23.1025,533.72550625,17.44667,304.38629408890006
8013,2017-05-05 21:00:00,15.84083,79.5,2.0,5.0,0.0,0.0,14.376120293839545,13.622362078825175,13.717461486559428,11.194927932042791,10.64791006835445,12.945434845539632,18.157460907508906,14.410916990691687,250.9318950889,14.17321150295854,23.1025,533.72550625,17.44667,304.38629408890006
