,day,t,rh,ws,wd,r
7135,2017-03-30 07:00:00,12.61333,69.5,1.0,9.0,0.0
7136,2017-03-30 08:00:00,15.09083,51.5,1.0,9.0,0.0
7137,2017-03-30 09:00:00,18.5725,41.5,1.0,9.0,0.0
7138,2017-03-30 10:00:00,20.40833,40.5,2.0,8.0,0.0
7139,2017-03-30 11:00:00,21.57,37.0,2.5,7.0,0.0
7140,2017-03-30 12:00:00,23.1875,37.0,2.5,7.0,0.0
7141,2017-03-30 13:00:00,24.49917,31.0,2.0,1.0,0.0
7142,2017-03-30 14:00:00,25.40917,31.5,2.5,1.0,0.0
7143,2017-03-30 15:00:00,25.92167,27.0,2.5,5.0,0.0
7144,2017-03-30 16:00:00,25.71667,30.0,3.0,1.0,0.0
7145,2017-03-30 17:00:00,24.78333,34.5,2.0,1.0,0.0
7146,2017-03-30 18:00:00,23.0625,38.0,2.0,2.0,0.0
7147,2017-03-30 19:00:00,20.475,50.5,1.5,5.0,0.0
7148,2017-03-30 20:00:00,18.4275,57.5,1.5,2.0,0.0
7149,2017-03-30 21:00:00,16.87833,61.0,2.0,6.0,0.0
7150,2017-03-30 22:00:00,16.28167,65.0,2.0,5.0,0.0
7151,2017-03-30 23:00:00,16.22083,69.5,3.0,5.0,0.0
7152,2017-03-31 00:00:00,14.98083,72.0,3.0,5.0,0.0
7153,2017-03-31 01:00:00,14.16417,72.0,3.0,5.0,0.0
7154,2017-03-31 02:00:00,13.1775,74.0,3.0,5.0,0.0
7155,2017-03-31 03:00:00,12.43417,73.5,3.0,5.0,0.0
7156,2017-03-31 04:00:00,12.29417,76.5,1.5,7.0,0.0
7157,2017-03-31 05:00:00,12.10667,79.0,1.5,6.0,0.0
7158,2017-03-31 06:00:00,12.36917,82.0,1.5,6.0,0.0
7159,2017-03-31 07:00:00,13.57583,77.0,2.0,1.0,0.0
7160,2017-03-31 08:00:00,15.10833,63.0,1.5,5.0,0.0
7161,2017-03-31 09:00:00,17.90667,54.0,2.0,8.0,0.0
7162,2017-03-31 10:00:00,20.75667,44.5,3.0,6.0,0.0
7163,2017-03-31 11:00:00,22.455,33.0,3.0,6.0,0.0
7164,2017-03-31 12:00:00,23.5975,31.0,3.0,7.0,0.0
7165,2017-03-31 13:00:00,24.47917,31.0,2.0,8.0,0.0
7166,2017-03-31 14:00:00,25.12667,31.0,2.0,8.0,0.0
7167,2017-03-31 15:00:00,26.14667,29.0,2.5,5.0,0.0
7168,2017-03-31 16:00:00,26.0225,29.0,2.0,4.0,0.0
7169,2017-03-31 17:00:00,25.44167,30.0,2.5,4.0,0.0
7170,2017-03-31 18:00:00,22.89,35.5,2.0,8.0,0.0
7171,2017-03-31 19:00:00,20.4875,47.5,2.0,7.0,0.0
7172,2017-03-31 20:00:00,18.97417,53.5,2.5,3.0,0.0
7173,2017-03-31 21:00:00,17.64333,53.5,3.0,6.0,0.0
7174,2017-03-31 22:00:00,16.615,57.0,3.0,6.0,0.0
7175,2017-03-31 23:00:00,16.3225,63.0,2.0,2.0,0.0
7176,2017-04-01 00:00:00,16.0225,67.0,3.0,4.0,0.0
7177,2017-04-01 01:00:00,15.20167,63.0,2.5,4.0,0.0
7178,2017-04-01 02:00:00,14.31,69.5,2.5,6.0,0.0
7179,2017-04-01 03:00:00,13.6425,76.0,1.5,1.0,0.0
7180,2017-04-01 04:00:00,13.4775,76.0,1.5,5.0,0.0
7181,2017-04-01 05:00:00,13.13833,82.0,2.0,4.0,0.0
7182,2017-04-01 06:00:00,12.56,82.0,2.0,2.0,0.0
7183,2017-04-01 07:00:00,13.25083,77.0,2.0,2.0,0.0
7184,2017-04-01 08:00:00,14.97167,61.0,2.0,2.0,0.0
7185,2017-04-01 09:00:00,16.80667,57.0,2.0,2.0,0.0
7186,2017-04-01 10:00:00,18.4025,50.5,1.0,9.0,0.0
7187,2017-04-01 11:00:00,19.41833,50.5,1.0,9.0,0.0
7188,2017-04-01 12:00:00,21.2425,42.0,4.0,6.0,0.0
7189,2017-04-01 13:00:00,21.51167,41.5,6.5,7.0,0.0
7190,2017-04-01 14:00:00,21.38667,44.5,5.5,7.0,0.0
7191,2017-04-01 15:00:00,21.61833,41.5,6.0,7.0,0.0
7192,2017-04-01 16:00:00,21.17667,44.5,5.5,7.0,0.0
7193,2017-04-01 17:00:00,20.64083,46.0,5.5,7.0,0.0
7194,2017-04-01 18:00:00,18.86667,43.0,5.5,7.0,0.0
7195,2017-04-01 19:00:00,17.54833,43.5,4.5,7.0,0.0
7196,2017-04-01 20:00:00,16.39917,49.5,4.0,7.0,0.0
7197,2017-04-01 21:00:00,16.2325,49.5,4.5,7.0,0.0
7198,2017-04-01 22:00:00,16.4975,51.0,3.0,7.0,0.0
7199,2017-04-01 23:00:00,16.505,49.5,3.0,6.0,0.0
7200,2017-04-02 00:00:00,16.21917,53.0,3.0,7.0,0.0
7201,2017-04-02 01:00:00,15.62417,49.5,4.0,7.0,0.0
7202,2017-04-02 02:00:00,15.17167,51.0,4.5,7.0,0.0
7203,2017-04-02 03:00:00,15.36583,57.0,3.0,4.0,0.0
7204,2017-04-02 04:00:00,14.58917,65.0,1.5,4.0,0.0
7205,2017-04-02 05:00:00,14.11917,69.5,1.5,4.0,0.0
7206,2017-04-02 06:00:00,13.87583,67.0,2.0,1.0,0.0
7207,2017-04-02 07:00:00,16.27417,53.0,2.0,7.0,0.0
7208,2017-04-02 08:00:00,18.00917,49.0,3.5,7.0,0.0
7209,2017-04-02 09:00:00,19.07,43.0,6.5,6.0,0.0
7210,2017-04-02 10:00:00,19.28167,46.0,9.0,7.0,0.0
7211,2017-04-02 11:00:00,20.18583,41.5,7.5,6.0,0.0
7212,2017-04-02 12:00:00,20.30583,46.0,9.0,7.0,0.0
7213,2017-04-02 13:00:00,20.8825,44.5,7.5,7.0,0.0
7214,2017-04-02 14:00:00,20.425,44.5,8.0,7.0,0.0
7215,2017-04-02 15:00:00,19.81417,49.0,7.5,6.0,0.0
7216,2017-04-02 16:00:00,19.3875,52.0,7.5,7.0,0.0
7217,2017-04-02 17:00:00,18.83167,50.5,6.5,6.0,0.0
7218,2017-04-02 18:00:00,18.49417,46.0,7.0,6.0,0.0
7219,2017-04-02 19:00:00,18.44333,41.5,5.5,6.0,0.0
7220,2017-04-02 20:00:00,18.3925,40.0,5.5,6.0,0.0
7221,2017-04-02 21:00:00,18.26583,38.0,4.5,6.0,0.0
7222,2017-04-02 22:00:00,18.03833,55.5,2.0,3.0,0.0
7223,2017-04-02 23:00:00,17.91167,77.0,2.0,1.0,0.0
7224,2017-04-03 00:00:00,17.19,79.5,2.0,2.0,0.0
7225,2017-04-03 01:00:00,15.76583,82.0,2.0,2.0,0.0
7226,2017-04-03 02:00:00,13.83583,79.0,2.0,2.0,0.0
7227,2017-04-03 03:00:00,13.16833,82.0,3.5,3.0,0.0
7228,2017-04-03 04:00:00,13.06083,82.0,2.5,2.0,0.0
7229,2017-04-03 05:00:00,12.37417,90.5,1.0,2.0,0.0
7230,2017-04-03 06:00:00,11.87333,82.0,2.0,4.0,0.0
7231,2017-04-03 07:00:00,12.9025,77.0,1.5,6.0,0.0
7232,2017-04-03 08:00:00,15.055,55.5,5.5,3.0,0.0
7233,2017-04-03 09:00:00,18.41417,47.5,6.0,3.0,0.0
7234,2017-04-03 10:00:00,21.01083,40.5,7.0,3.0,0.0
7235,2017-04-03 11:00:00,22.00833,38.0,6.5,3.0,0.0
7236,2017-04-03 12:00:00,22.94667,37.0,4.0,3.0,0.0
7237,2017-04-03 13:00:00,24.825,34.5,4.0,2.0,0.0
7238,2017-04-03 14:00:00,25.905,32.5,3.0,2.0,0.0
7239,2017-04-03 15:00:00,26.3175,31.0,2.5,4.0,0.0
7240,2017-04-03 16:00:00,26.17,30.0,2.0,3.0,0.0
7241,2017-04-03 17:00:00,25.90583,33.5,2.5,3.0,0.0
7242,2017-04-03 18:00:00,23.70333,36.5,2.5,1.0,0.0
7243,2017-04-03 19:00:00,21.51833,40.0,2.5,3.0,0.0
7244,2017-04-03 20:00:00,19.76333,41.5,2.5,4.0,0.0
7245,2017-04-03 21:00:00,18.4175,52.0,3.5,4.0,0.0
7246,2017-04-03 22:00:00,17.47917,48.0,3.0,4.0,0.0
7247,2017-04-03 23:00:00,17.55,53.5,2.0,5.0,0.0
7248,2017-04-04 00:00:00,16.97417,59.0,1.5,2.0,0.0
7249,2017-04-04 01:00:00,16.72667,59.0,1.5,8.0,0.0
7250,2017-04-04 02:00:00,16.65667,59.0,2.0,5.0,0.0
7251,2017-04-04 03:00:00,16.75417,55.0,2.5,3.0,0.0
7252,2017-04-04 04:00:00,16.2425,59.0,3.0,4.0,0.0
7253,2017-04-04 05:00:00,16.11667,61.0,1.5,5.0,0.0
7254,2017-04-04 06:00:00,16.21583,72.0,1.5,5.0,0.0
7255,2017-04-04 07:00:00,16.655,69.5,1.5,7.0,0.0
7256,2017-04-04 08:00:00,17.65833,55.5,1.5,7.0,0.0
7257,2017-04-04 09:00:00,19.97083,40.5,2.0,6.0,0.0
7258,2017-04-04 10:00:00,21.57583,39.0,2.5,7.0,0.0
7259,2017-04-04 11:00:00,22.83833,34.5,2.5,7.0,0.0
7260,2017-04-04 12:00:00,23.52583,34.5,2.5,9.0,0.0
7261,2017-04-04 13:00:00,24.62333,32.0,2.0,9.0,0.0
7262,2017-04-04 14:00:00,23.5275,31.0,2.0,4.0,0.0
7263,2017-04-04 15:00:00,22.97333,33.0,3.0,9.0,0.0
7264,2017-04-04 16:00:00,23.3775,37.0,3.0,5.0,0.0
7265,2017-04-04 17:00:00,23.20417,41.0,2.5,7.0,3.0
7266,2017-04-04 18:00:00,20.59917,52.5,1.0,9.0,0.0
7267,2017-04-04 19:00:00,18.33167,41.0,3.0,7.0,0.0
7268,2017-04-04 20:00:00,17.84417,52.0,3.0,0.0,1.0
7269,2017-04-04 21:00:00,17.41667,75.0,6.5,2.0,2.0
7270,2017-04-04 22:00:00,14.9425,85.0,2.5,6.0,1.0
7271,2017-04-04 23:00:00,13.85083,97.0,2.5,2.0,2.0
7272,2017-04-05 00:00:00,13.45583,94.0,3.0,3.0,1.0
7273,2017-04-05 01:00:00,13.47667,88.0,4.0,0.0,2.0
7274,2017-04-05 02:00:00,12.5075,88.0,4.0,5.0,2.0
7275,2017-04-05 03:00:00,11.76,94.0,2.5,0.0,1.0
7276,2017-04-05 04:00:00,11.94,94.0,1.5,2.0,0.0
7277,2017-04-05 05:00:00,11.8275,94.0,2.0,7.0,0.0
7278,2017-04-05 06:00:00,11.74417,94.0,1.5,4.0,1.0
7279,2017-04-05 07:00:00,11.64615,91.0,3.0,6.0,0.0
7280,2017-04-05 08:00:00,12.68333,88.0,2.0,4.0,0.0
7281,2017-04-05 09:00:00,13.42966,79.5,2.0,4.0,0.0
7282,2017-04-05 10:00:00,15.51,68.0,1.0,9.0,0.0
7283,2017-04-05 11:00:00,16.97833,70.0,2.5,5.0,0.0
7284,2017-04-05 12:00:00,18.3725,63.5,2.5,4.0,0.0
7285,2017-04-05 13:00:00,19.67917,57.5,2.5,8.0,0.0
7286,2017-04-05 14:00:00,20.095,56.0,3.5,8.0,0.0
7287,2017-04-05 15:00:00,20.04917,59.0,2.5,1.0,0.0
7288,2017-04-05 16:00:00,20.22586,56.0,1.5,5.0,0.0
7289,2017-04-05 17:00:00,19.5575,61.5,3.0,1.0,0.0
7290,2017-04-05 18:00:00,17.64333,68.0,3.0,1.0,0.0
7291,2017-04-05 19:00:00,16.35417,74.5,2.5,2.0,0.0
7292,2017-04-05 20:00:00,15.56,77.0,2.5,2.0,0.0
7293,2017-04-05 21:00:00,14.9675,79.5,3.5,3.0,0.0
7294,2017-04-05 22:00:00,14.3675,88.0,3.0,2.0,0.0
7295,2017-04-05 23:00:00,13.64333,82.0,4.5,3.0,0.0
7296,2017-04-06 00:00:00,12.95917,88.0,5.0,3.0,0.0
7297,2017-04-06 01:00:00,12.5025,88.0,5.0,2.0,0.0
7298,2017-04-06 02:00:00,11.64917,88.0,1.5,7.0,0.0
7299,2017-04-06 03:00:00,11.21667,88.0,1.5,3.0,0.0
7300,2017-04-06 04:00:00,11.1525,91.0,1.0,9.0,0.0
7301,2017-04-06 05:00:00,11.25583,94.0,2.0,5.0,0.0
7302,2017-04-06 06:00:00,11.35417,94.0,1.5,6.0,0.0
7303,2017-04-06 07:00:00,12.38833,88.0,1.5,6.0,0.0
7304,2017-04-06 08:00:00,13.93417,77.0,1.0,9.0,0.0
7305,2017-04-06 09:00:00,16.29,70.0,2.0,8.0,0.0
7306,2017-04-06 10:00:00,18.14107,70.0,2.5,5.0,0.0
7307,2017-04-06 11:00:00,18.9925,66.0,2.5,7.0,0.0
7308,2017-04-06 12:00:00,18.88917,64.0,4.0,7.0,0.0
7309,2017-04-06 13:00:00,19.27083,66.0,4.0,7.0,0.0
7310,2017-04-06 14:00:00,18.72083,70.5,3.0,8.0,0.0
7311,2017-04-06 15:00:00,19.5475,64.0,2.0,7.0,0.0
7312,2017-04-06 16:00:00,20.4225,62.0,2.5,7.0,0.0
7313,2017-04-06 17:00:00,19.83583,64.0,2.0,7.0,0.0
7314,2017-04-06 18:00:00,18.33,70.0,1.5,7.0,0.0
7315,2017-04-06 19:00:00,16.83083,74.5,2.0,7.0,0.0
7316,2017-04-06 20:00:00,15.79167,79.5,2.0,7.0,0.0
7317,2017-04-06 21:00:00,15.2625,79.5,2.0,6.0,0.0
7318,2017-04-06 22:00:00,14.7875,77.0,2.0,7.0,0.0
7319,2017-04-06 23:00:00,14.09917,79.5,2.0,6.0,0.0
7320,2017-04-07 00:00:00,13.62167,82.0,2.0,7.0,0.0
7321,2017-04-07 01:00:00,13.15167,82.0,3.0,6.0,0.0
7322,2017-04-07 02:00:00,13.14833,74.5,3.0,7.0,0.0
7323,2017-04-07 03:00:00,13.00917,79.5,4.0,7.0,0.0
7324,2017-04-07 04:00:00,12.58417,79.5,3.0,7.0,0.0
7325,2017-04-07 05:00:00,12.18417,82.0,3.0,6.0,0.0
7326,2017-04-07 06:00:00,11.72167,72.0,3.0,6.0,0.0
7327,2017-04-07 07:00:00,12.83833,67.0,3.5,6.0,0.0
7328,2017-04-07 08:00:00,14.39417,67.0,3.5,7.0,0.0
7329,2017-04-07 09:00:00,15.55833,65.0,3.0,7.0,0.0
7330,2017-04-07 10:00:00,16.455,63.0,2.5,8.0,0.0
7331,2017-04-07 11:00:00,17.03833,56.0,2.0,8.0,0.0
7332,2017-04-07 12:00:00,17.66583,57.0,2.5,2.0,0.0
7333,2017-04-07 13:00:00,17.42,57.0,2.5,1.0,0.0
7334,2017-04-07 14:00:00,17.5575,59.0,2.5,2.0,0.0
7335,2017-04-07 15:00:00,17.68083,54.0,3.0,2.0,0.0
7336,2017-04-07 16:00:00,17.52583,56.0,1.5,9.0,0.0
7337,2017-04-07 17:00:00,17.21417,56.0,1.0,9.0,0.0
7338,2017-04-07 18:00:00,16.8475,59.0,1.0,8.0,0.0
7339,2017-04-07 19:00:00,15.89167,69.5,1.0,3.0,0.0
7340,2017-04-07 20:00:00,14.74,72.0,1.5,7.0,0.0
7341,2017-04-07 21:00:00,13.58083,79.5,2.5,7.0,0.0
7342,2017-04-07 22:00:00,12.8475,79.5,2.0,7.0,0.0
7343,2017-04-07 23:00:00,12.18583,79.5,1.5,6.0,0.0
7344,2017-04-08 00:00:00,11.6275,87.0,2.0,5.0,0.0
7345,2017-04-08 01:00:00,11.1675,87.0,2.0,5.0,0.0
7346,2017-04-08 02:00:00,10.55083,93.0,3.0,4.0,0.0
7347,2017-04-08 03:00:00,10.3625,90.0,2.5,4.0,0.0
7348,2017-04-08 04:00:00,9.834167,87.5,2.5,5.0,0.0
7349,2017-04-08 05:00:00,9.4525,93.0,2.5,5.0,0.0
7350,2017-04-08 06:00:00,9.550834,90.0,2.0,5.0,0.0
7351,2017-04-08 07:00:00,11.2,82.5,2.0,5.0,0.0
7352,2017-04-08 08:00:00,14.25667,65.5,1.0,9.0,0.0
7353,2017-04-08 09:00:00,17.26333,55.0,2.0,8.0,0.0
7354,2017-04-08 10:00:00,18.06333,47.5,2.0,8.0,0.0
7355,2017-04-08 11:00:00,19.16083,50.5,2.0,9.0,0.0
7356,2017-04-08 12:00:00,20.11083,47.5,2.0,8.0,0.0
7357,2017-04-08 13:00:00,21.325,49.0,2.0,9.0,0.0
7358,2017-04-08 14:00:00,22.79083,47.5,2.0,8.0,0.0
7359,2017-04-08 15:00:00,23.51833,43.5,1.0,9.0,0.0
7360,2017-04-08 16:00:00,24.54417,41.0,1.5,8.0,0.0
7361,2017-04-08 17:00:00,24.10833,41.0,1.0,9.0,0.0
7362,2017-04-08 18:00:00,22.265,49.0,1.0,7.0,0.0
7363,2017-04-08 19:00:00,19.62917,57.5,1.0,7.0,0.0
7364,2017-04-08 20:00:00,17.89083,74.5,2.0,4.0,0.0
7365,2017-04-08 21:00:00,16.52667,72.0,2.0,6.0,0.0
7366,2017-04-08 22:00:00,15.91,74.5,2.5,6.0,0.0
7367,2017-04-08 23:00:00,15.09167,74.5,1.5,6.0,0.0
7368,2017-04-09 00:00:00,14.32333,82.0,1.0,5.0,0.0
7369,2017-04-09 01:00:00,13.30583,88.0,1.0,9.0,0.0
7370,2017-04-09 02:00:00,13.18167,88.0,2.0,3.0,0.0
7371,2017-04-09 03:00:00,12.85833,90.5,1.0,3.0,0.0
7372,2017-04-09 04:00:00,12.15417,87.0,1.0,6.0,0.0
7373,2017-04-09 05:00:00,11.47917,90.0,2.0,2.0,0.0
7374,2017-04-09 06:00:00,11.205,87.5,1.5,5.0,0.0
7375,2017-04-09 07:00:00,12.585,77.0,1.0,9.0,0.0
7376,2017-04-09 08:00:00,15.44333,70.0,1.0,9.0,0.0
7377,2017-04-09 09:00:00,18.34417,64.0,1.5,8.0,0.0
7378,2017-04-09 10:00:00,19.92083,54.0,2.5,8.0,0.0
7379,2017-04-09 11:00:00,21.15833,51.5,3.0,7.0,0.0
7380,2017-04-09 12:00:00,22.0775,50.0,3.0,7.0,0.0
7381,2017-04-09 13:00:00,23.085,42.5,2.0,8.0,0.0
7382,2017-04-09 14:00:00,23.8075,41.0,2.0,7.0,0.0
7383,2017-04-09 15:00:00,24.32333,41.0,2.0,5.0,0.0
7384,2017-04-09 16:00:00,24.0475,44.0,1.5,5.0,0.0
7385,2017-04-09 17:00:00,23.59667,45.5,1.5,5.0,0.0
7386,2017-04-09 18:00:00,21.87583,49.5,1.5,7.0,0.0
7387,2017-04-09 19:00:00,20.28583,57.5,2.0,7.0,0.0
7388,2017-04-09 20:00:00,18.6975,59.0,3.0,7.0,0.0
7389,2017-04-09 21:00:00,17.44333,65.5,2.0,7.0,0.0
7390,2017-04-09 22:00:00,16.23,70.0,2.0,3.0,0.0
7391,2017-04-09 23:00:00,15.5875,74.5,1.0,5.0,0.0
7392,2017-04-10 00:00:00,14.59083,82.0,1.5,4.0,0.0
7393,2017-04-10 01:00:00,14.1025,79.5,2.0,5.0,0.0
7394,2017-04-10 02:00:00,14.00917,82.0,2.0,5.0,0.0
7395,2017-04-10 03:00:00,14.65333,82.0,2.0,5.0,0.0
7396,2017-04-10 04:00:00,14.88083,82.0,2.0,5.0,0.0
7397,2017-04-10 05:00:00,14.26583,77.0,2.0,6.0,0.0
7398,2017-04-10 06:00:00,13.95917,85.0,1.0,9.0,0.0
7399,2017-04-10 07:00:00,14.62,85.0,1.0,5.0,0.0
7400,2017-04-10 08:00:00,16.7925,70.0,1.0,9.0,0.0
7401,2017-04-10 09:00:00,19.25167,52.5,1.0,9.0,0.0
7402,2017-04-10 10:00:00,20.67333,41.5,1.0,9.0,0.0
7403,2017-04-10 11:00:00,21.61083,43.0,2.0,5.0,0.0
7404,2017-04-10 12:00:00,22.52,39.0,2.0,4.0,0.0
7405,2017-04-10 13:00:00,23.27917,42.5,1.0,9.0,0.0
7406,2017-04-10 14:00:00,24.355,47.0,2.0,5.0,0.0
7407,2017-04-10 15:00:00,25.04667,42.5,1.5,9.0,0.0
7408,2017-04-10 16:00:00,25.04667,47.0,2.0,1.0,0.0
7409,2017-04-10 17:00:00,24.91917,44.0,1.0,9.0,0.0
7410,2017-04-10 18:00:00,22.8575,51.5,1.5,6.0,0.0
7411,2017-04-10 19:00:00,21.70167,58.0,2.5,7.0,0.0
7412,2017-04-10 20:00:00,20.2525,73.0,2.0,8.0,0.0
7413,2017-04-10 21:00:00,18.76083,66.0,3.0,6.0,0.0
7414,2017-04-10 22:00:00,17.22917,70.0,2.0,7.0,0.0
7415,2017-04-10 23:00:00,16.02167,68.0,2.5,7.0,0.0
7416,2017-04-11 00:00:00,15.71,74.5,2.0,5.0,0.0
7417,2017-04-11 01:00:00,15.38333,77.0,2.0,7.0,0.0
7418,2017-04-11 02:00:00,15.12333,82.0,2.5,5.0,0.0
7419,2017-04-11 03:00:00,14.59917,85.0,2.0,6.0,0.0
7420,2017-04-11 04:00:00,13.84417,91.0,2.0,5.0,0.0
7421,2017-04-11 05:00:00,13.785,94.0,2.0,2.0,0.0
7422,2017-04-11 06:00:00,13.74,91.0,3.0,1.0,0.0
7423,2017-04-11 07:00:00,14.31333,85.0,2.5,1.0,0.0
7424,2017-04-11 08:00:00,15.67167,79.5,2.0,1.0,0.0
7425,2017-04-11 09:00:00,17.69417,72.5,1.5,5.0,0.0
7426,2017-04-11 10:00:00,19.61333,66.0,2.0,5.0,0.0
7427,2017-04-11 11:00:00,21.20917,56.0,2.0,7.0,0.0
7428,2017-04-11 12:00:00,22.45583,50.0,2.0,9.0,0.0
7429,2017-04-11 13:00:00,23.47917,48.5,1.5,9.0,0.0
7430,2017-04-11 14:00:00,23.76583,48.5,1.5,5.0,0.0
7431,2017-04-11 15:00:00,23.30417,50.0,2.5,7.0,0.0
7432,2017-04-11 16:00:00,23.22917,50.0,4.0,7.0,0.0
7433,2017-04-11 17:00:00,21.83667,54.5,3.5,7.0,0.0
7434,2017-04-11 18:00:00,20.73417,56.5,3.0,7.0,0.0
7435,2017-04-11 19:00:00,19.1975,62.0,2.5,7.0,0.0
7436,2017-04-11 20:00:00,18.305,66.0,2.5,7.0,0.0
7437,2017-04-11 21:00:00,18.395,70.0,2.5,7.0,0.0
7438,2017-04-11 22:00:00,18.58167,74.5,2.0,7.0,0.0
7439,2017-04-11 23:00:00,17.32167,72.0,2.5,7.0,0.0
7440,2017-04-12 00:00:00,17.055,65.5,4.5,7.0,0.0
7441,2017-04-12 01:00:00,16.79833,59.0,5.0,6.0,0.0
7442,2017-04-12 02:00:00,16.31417,61.0,4.5,6.0,0.0
7443,2017-04-12 03:00:00,16.26167,65.5,3.0,7.0,0.0
7444,2017-04-12 04:00:00,15.89667,63.0,3.0,7.0,0.0
7445,2017-04-12 05:00:00,15.12333,63.0,3.0,7.0,0.0
7446,2017-04-12 06:00:00,14.65583,67.0,2.5,7.0,0.0
7447,2017-04-12 07:00:00,15.47667,63.0,3.0,7.0,0.0
7448,2017-04-12 08:00:00,17.0075,61.0,3.0,7.0,0.0
7449,2017-04-12 09:00:00,18.5575,54.0,3.5,7.0,0.0
7450,2017-04-12 10:00:00,19.3325,56.0,3.0,7.0,0.0
7451,2017-04-12 11:00:00,19.6425,54.0,1.5,8.0,0.0
7452,2017-04-12 12:00:00,20.50345,52.5,2.0,5.0,0.0
7453,2017-04-12 13:00:00,21.26667,49.0,2.0,6.0,0.0
7454,2017-04-12 14:00:00,21.96833,46.0,2.5,5.0,0.0
7455,2017-04-12 15:00:00,22.18083,46.0,1.5,9.0,0.0
7456,2017-04-12 16:00:00,22.805,48.5,1.5,5.0,0.0
7457,2017-04-12 17:00:00,22.54333,51.5,2.0,5.0,0.0
7458,2017-04-12 18:00:00,21.59583,50.5,1.0,9.0,0.0
7459,2017-04-12 19:00:00,20.115,62.0,1.0,5.0,0.0
7460,2017-04-12 20:00:00,18.105,68.0,1.0,9.0,0.0
7461,2017-04-12 21:00:00,16.62417,72.5,2.5,6.0,0.0
7462,2017-04-12 22:00:00,16.18417,74.5,2.5,6.0,0.0
7463,2017-04-12 23:00:00,15.9,72.0,2.0,7.0,0.0
7464,2017-04-13 00:00:00,15.40417,77.0,2.0,3.0,0.0
7465,2017-04-13 01:00:00,14.825,79.5,1.0,9.0,0.0
7466,2017-04-13 02:00:00,14.18917,85.0,1.0,6.0,0.0
7467,2017-04-13 03:00:00,13.54833,91.0,1.0,7.0,0.0
7468,2017-04-13 04:00:00,13.0325,91.0,1.0,4.0,0.0
7469,2017-04-13 05:00:00,12.93917,90.5,1.5,4.0,0.0
7470,2017-04-13 06:00:00,12.89833,94.0,1.0,5.0,0.0
7471,2017-04-13 07:00:00,14.02583,82.0,1.0,9.0,0.0
7472,2017-04-13 08:00:00,15.73417,68.0,1.5,8.0,0.0
7473,2017-04-13 09:00:00,17.63667,64.0,1.5,8.0,0.0
7474,2017-04-13 10:00:00,18.71,62.0,2.0,5.0,0.0
7475,2017-04-13 11:00:00,19.7125,62.0,2.5,2.0,0.0
7476,2017-04-13 12:00:00,21.025,60.0,1.5,5.0,0.0
7477,2017-04-13 13:00:00,22.6225,57.0,4.0,2.0,0.0
7478,2017-04-13 14:00:00,23.51417,50.0,3.0,1.0,0.0
7479,2017-04-13 15:00:00,24.68917,48.5,2.0,6.0,0.0
7480,2017-04-13 16:00:00,24.83917,50.0,1.5,5.0,0.0
7481,2017-04-13 17:00:00,24.4,45.5,1.5,5.0,0.0
7482,2017-04-13 18:00:00,22.9125,53.5,2.0,7.0,0.0
7483,2017-04-13 19:00:00,20.7375,60.0,3.0,7.0,0.0
7484,2017-04-13 20:00:00,19.00167,64.0,4.5,7.0,0.0
7485,2017-04-13 21:00:00,18.05833,75.0,4.5,7.0,0.0
7486,2017-04-13 22:00:00,17.58917,73.0,4.0,7.0,0.0
7487,2017-04-13 23:00:00,17.28333,70.0,3.0,7.0,0.0
7488,2017-04-14 00:00:00,16.90417,72.0,3.0,7.0,0.0
7489,2017-04-14 01:00:00,16.97333,72.5,3.0,5.0,0.0
7490,2017-04-14 02:00:00,16.69667,85.0,1.5,7.0,0.0
7491,2017-04-14 03:00:00,15.915,88.0,1.0,6.0,0.0
7492,2017-04-14 04:00:00,15.55333,88.0,1.5,7.0,0.0
7493,2017-04-14 05:00:00,15.1225,94.0,2.0,5.0,0.0
7494,2017-04-14 06:00:00,15.75167,88.0,1.5,7.0,0.0
7495,2017-04-14 07:00:00,16.76167,82.5,2.0,4.0,0.0
7496,2017-04-14 08:00:00,17.7725,73.0,2.0,1.0,0.0
7497,2017-04-14 09:00:00,20.15,68.0,2.5,5.0,0.0
7498,2017-04-14 10:00:00,21.165,62.0,2.0,9.0,0.0
7499,2017-04-14 11:00:00,21.94833,54.5,2.0,9.0,0.0
7500,2017-04-14 12:00:00,22.28833,51.5,2.0,9.0,0.0
7501,2017-04-14 13:00:00,22.60333,48.5,2.5,1.0,0.0
7502,2017-04-14 14:00:00,24.04417,50.0,2.0,3.0,0.0
7503,2017-04-14 15:00:00,24.6225,47.0,2.5,1.0,0.0
7504,2017-04-14 16:00:00,24.6475,45.5,2.0,8.0,0.0
7505,2017-04-14 17:00:00,24.49917,48.5,3.0,1.0,0.0
7506,2017-04-14 18:00:00,23.22833,53.0,3.0,2.0,0.0
7507,2017-04-14 19:00:00,21.49333,62.0,1.5,2.0,0.0
7508,2017-04-14 20:00:00,19.88417,70.0,1.0,9.0,0.0
7509,2017-04-14 21:00:00,18.66333,68.0,2.5,6.0,0.0
7510,2017-04-14 22:00:00,18.56917,68.5,3.0,7.0,0.0
7511,2017-04-14 23:00:00,17.90333,77.0,2.0,7.0,0.0
7512,2017-04-15 00:00:00,17.09917,79.5,2.0,7.0,0.0
7513,2017-04-15 01:00:00,16.75667,88.0,1.5,5.0,0.0
