,day,t,rh,ws,wd,r,h,l1,l2,l3,l4,l5,l6,l7,lp,t2,tmv,tm,tm2,tmy,tmy2
805,2016-02-10 13:00:00,12.48,33.0,8.0,3.0,0.0,0.0,18.985697900053786,18.27707258241612,14.465481397969079,15.88810401517992,17.308827253489994,22.76636722644967,20.42750908500432,27.3101080362957,155.7504,8.181702118343178,13.70536,187.83689272959998,10.475,109.725625
806,2016-02-10 14:00:00,13.21,28.0,9.0,3.0,0.0,0.0,20.436067774234818,20.026708834741626,15.16150162898236,17.1920748156795,17.722590103812422,21.210002627627482,19.666371050322407,27.3101080362957,174.50410000000005,8.208837230769213,13.70536,187.83689272959998,10.475,109.725625
807,2016-02-10 15:00:00,13.70536,28.0,10.0,3.0,0.0,0.0,20.275934637557878,17.761739930032135,18.48102191679348,17.749990878533787,17.28164650222783,19.892543210212605,18.715612199538914,27.3101080362957,187.83689272959998,8.237256520710043,13.70536,187.83689272959998,10.475,109.725625
808,2016-02-10 16:00:00,13.514170000000002,31.5,8.0,2.0,0.0,0.0,18.25711165980844,18.60659871139955,14.469884709161208,18.677116873730782,17.690705728135843,18.913590596434116,19.614966872454342,27.3101080362957,182.6327907889,8.264209201183416,13.70536,187.83689272959998,10.475,109.725625
809,2016-02-10 17:00:00,11.95648,37.0,4.0,3.0,0.0,0.0,20.73296133341645,19.52606830170821,15.50821051511025,18.357929401712664,17.794148859691624,20.680847170730953,16.584059645639254,27.3101080362957,142.95741399040003,8.28268935502957,13.70536,187.83689272959998,10.475,109.725625
810,2016-02-10 18:00:00,10.13667,34.0,6.0,3.0,0.0,0.0,18.729922646484443,18.8434720392822,11.128330343447807,20.088682831065775,18.375819087044125,21.30327747158341,21.195649085004337,27.3101080362957,102.7520786889,8.291589763313594,13.70536,187.83689272959998,10.475,109.725625
811,2016-02-10 19:00:00,8.766667,41.0,4.5,3.0,0.0,0.0,17.537463704852733,19.864275294315398,17.098964093023042,17.785334251706733,18.66947513221532,20.486043439919765,19.724359085004675,27.3101080362957,76.854450288889,8.294301798816551,13.70536,187.83689272959998,10.475,109.725625
812,2016-02-10 20:00:00,7.1266669999999985,47.5,4.0,3.0,0.0,0.0,16.9458770886231,17.07124335840402,17.293097185848687,18.73667726072101,19.02701783820457,21.164954010880944,19.76920125308173,27.3101080362957,50.78938252888901,8.28856215384614,13.70536,187.83689272959998,10.475,109.725625
813,2016-02-10 21:00:00,5.829167,50.5,2.5,6.0,0.0,0.0,16.426990998535175,15.908876154743151,16.909382343707126,16.41680471189139,17.430399387454994,19.75252587276968,15.240529147301991,27.3101080362957,33.979187913889,8.278468467455607,13.70536,187.83689272959998,10.475,109.725625
814,2016-02-10 22:00:00,4.839167,65.0,1.0,9.0,0.0,0.0,9.957420432716358,10.458246510713874,8.857618879512778,11.309108077880481,12.548721647579848,13.703959431310432,11.036752558826802,27.3101080362957,23.417537253888998,8.262738686390518,13.70536,187.83689272959998,10.475,109.725625
815,2016-02-10 23:00:00,3.918644,75.0,1.0,9.0,0.0,0.0,7.281511975434114,8.240797710173572,8.106674066068901,8.571861352694503,8.673990117418859,11.5246809411046,9.34433821329928,27.3101080362957,15.355770798736,8.24192691715975,13.70536,187.83689272959998,10.475,109.725625
